CWE_ID,Name,Description,URL
598,Use of GET Request Method With Sensitive Query Strings,The web application uses the HTTP GET method to process a request and includes sensitive information in the query string of that request.,https://cwe.mitre.org/data/definitions/598.html
599,Missing Validation of OpenSSL Certificate,The product uses OpenSSL and trusts or uses a certificate without using the SSL_get_verify_result() function to ensure that the certificate satisfies all necessary security requirements.,https://cwe.mitre.org/data/definitions/599.html
6,J2EE Misconfiguration: Insufficient Session-ID Length,The J2EE application is configured to use an insufficient session ID length.,https://cwe.mitre.org/data/definitions/6.html
600,Uncaught Exception in Servlet,"The Servlet does not catch all exceptions, which may reveal sensitive debugging information.",https://cwe.mitre.org/data/definitions/600.html
601,URL Redirection to Untrusted Site ('Open Redirect'),"The web application accepts a user-controlled input that specifies a link to an external site, and uses that link in a redirect.",https://cwe.mitre.org/data/definitions/601.html
602,Client-Side Enforcement of Server-Side Security,The product is composed of a server that relies on the client to implement a mechanism that is intended to protect the server.,https://cwe.mitre.org/data/definitions/602.html
603,Use of Client-Side Authentication,"A client/server product performs authentication within client code but not in server code, allowing server-side authentication to be bypassed via a modified client that omits the authentication check.",https://cwe.mitre.org/data/definitions/603.html
605,Multiple Binds to the Same Port,"When multiple sockets are allowed to bind to the same port, other services on that port may be stolen or spoofed.",https://cwe.mitre.org/data/definitions/605.html
606,Unchecked Input for Loop Condition,"The product does not properly check inputs that are used for loop conditions, potentially leading to a denial of service or other consequences because of excessive looping.",https://cwe.mitre.org/data/definitions/606.html
607,Public Static Final Field References Mutable Object,"A public or protected static final field references a mutable object, which allows the object to be changed by malicious code, or accidentally from another package.",https://cwe.mitre.org/data/definitions/607.html
608,Struts: Non-private Field in ActionForm Class,"An ActionForm class contains a field that has not been declared private, which can be accessed without using a setter or getter.",https://cwe.mitre.org/data/definitions/608.html
609,Double-Checked Locking,"The product uses double-checked locking to access a resource without the overhead of explicit synchronization, but the locking is insufficient.",https://cwe.mitre.org/data/definitions/609.html
61,UNIX Symbolic Link (Symlink) Following,"The product, when opening a file or directory, does not sufficiently account for when the file is a symbolic link that resolves to a target outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files.",https://cwe.mitre.org/data/definitions/61.html
611,Improper Restriction of XML External Entity Reference,"The product processes an XML document that can contain XML entities with URIs that resolve to documents outside of the intended sphere of control, causing the product to embed incorrect documents into its output.",https://cwe.mitre.org/data/definitions/611.html
612,Improper Authorization of Index Containing Sensitive Information,"The product creates a search index of private or sensitive documents, but it does not properly limit index access to actors who are authorized to see the original information.",https://cwe.mitre.org/data/definitions/612.html
613,Insufficient Session Expiration,"According to WASC, ""Insufficient Session Expiration is when a web site permits an attacker to reuse old session credentials or session IDs for authorization.""",https://cwe.mitre.org/data/definitions/613.html
614,Sensitive Cookie in HTTPS Session Without 'Secure' Attribute,The Secure attribute for sensitive cookies in HTTPS sessions is not set.,https://cwe.mitre.org/data/definitions/614.html
615,Inclusion of Sensitive Information in Source Code Comments,"While adding general comments is very useful, some programmers tend to leave important data, such as: filenames related to the web application, old links or links which were not meant to be browsed by users, old code fragments, etc.",https://cwe.mitre.org/data/definitions/615.html
616,Incomplete Identification of Uploaded File Variables (PHP),"The PHP application uses an old method for processing uploaded files by referencing the four global variables that are set for each file (e.g. $varname, $varname_size, $varname_name, $varname_type). These variables could be overwritten by attackers, causing the application to process unauthorized files.",https://cwe.mitre.org/data/definitions/616.html
617,Reachable Assertion,"The product contains an assert() or similar statement that can be triggered by an attacker, which leads to an application exit or other behavior that is more severe than necessary.",https://cwe.mitre.org/data/definitions/617.html
618,Exposed Unsafe ActiveX Method,"An ActiveX control is intended for use in a web browser, but it exposes dangerous methods that perform actions that are outside of the browser's security model (e.g. the zone or domain).",https://cwe.mitre.org/data/definitions/618.html
619,Dangling Database Cursor ('Cursor Injection'),"If a database cursor is not closed properly, then it could become accessible to other users while retaining the same privileges that were originally assigned, leaving the cursor ""dangling.""",https://cwe.mitre.org/data/definitions/619.html
62,UNIX Hard Link,"The product, when opening a file or directory, does not sufficiently account for when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files.",https://cwe.mitre.org/data/definitions/62.html
620,Unverified Password Change,"When setting a new password for a user, the product does not require knowledge of the original password, or using another form of authentication.",https://cwe.mitre.org/data/definitions/620.html
621,Variable Extraction Error,"The product uses external input to determine the names of variables into which information is extracted, without verifying that the names of the specified variables are valid. This could cause the program to overwrite unintended variables.",https://cwe.mitre.org/data/definitions/621.html
622,Improper Validation of Function Hook Arguments,"The product adds hooks to user-accessible API functions, but it does not properly validate the arguments. This could lead to resultant vulnerabilities.",https://cwe.mitre.org/data/definitions/622.html
623,Unsafe ActiveX Control Marked Safe For Scripting,"An ActiveX control is intended for restricted use, but it has been marked as safe-for-scripting.",https://cwe.mitre.org/data/definitions/623.html
624,Executable Regular Expression Error,"The product uses a regular expression that either (1) contains an executable component with user-controlled inputs, or (2) allows a user to enable execution by inserting pattern modifiers.",https://cwe.mitre.org/data/definitions/624.html
625,Permissive Regular Expression,The product uses a regular expression that does not sufficiently restrict the set of allowed values.,https://cwe.mitre.org/data/definitions/625.html
626,Null Byte Interaction Error (Poison Null Byte),The product does not properly handle null bytes or NUL characters when passing data between different representations or components.,https://cwe.mitre.org/data/definitions/626.html
627,Dynamic Variable Evaluation,"In a language where the user can influence the name of a variable at runtime, if the variable names are not controlled, an attacker can read or write to arbitrary variables, or access arbitrary functions.",https://cwe.mitre.org/data/definitions/627.html
628,Function Call with Incorrectly Specified Arguments,"The product calls a function, procedure, or routine with arguments that are not correctly specified, leading to always-incorrect behavior and resultant weaknesses.",https://cwe.mitre.org/data/definitions/628.html
636,Not Failing Securely ('Failing Open'),"When the product encounters an error condition or failure, its design requires it to fall back to a state that is less secure than other options that are available, such as selecting the weakest encryption algorithm or using the most permissive access control restrictions.",https://cwe.mitre.org/data/definitions/636.html
637,Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism'),"The product uses a more complex mechanism than necessary, which could lead to resultant weaknesses when the mechanism is not correctly understood, modeled, configured, implemented, or used.",https://cwe.mitre.org/data/definitions/637.html
638,Not Using Complete Mediation,"The product does not perform access checks on a resource every time the resource is accessed by an entity, which can create resultant weaknesses if that entity's rights or privileges change over time.",https://cwe.mitre.org/data/definitions/638.html
639,Authorization Bypass Through User-Controlled Key,The system's authorization functionality does not prevent one user from gaining access to another user's data or record by modifying the key value identifying the data.,https://cwe.mitre.org/data/definitions/639.html
64,Windows Shortcut Following (.LNK),"The product, when opening a file or directory, does not sufficiently handle when the file is a Windows shortcut (.LNK) whose target is outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files.",https://cwe.mitre.org/data/definitions/64.html
640,Weak Password Recovery Mechanism for Forgotten Password,"The product contains a mechanism for users to recover or change their passwords without knowing the original password, but the mechanism is weak.",https://cwe.mitre.org/data/definitions/640.html
641,Improper Restriction of Names for Files and Other Resources,"The product constructs the name of a file or other resource using input from an upstream component, but it does not restrict or incorrectly restricts the resulting name.",https://cwe.mitre.org/data/definitions/641.html
642,External Control of Critical State Data,"The product stores security-critical state information about its users, or the product itself, in a location that is accessible to unauthorized actors.",https://cwe.mitre.org/data/definitions/642.html
643,Improper Neutralization of Data within XPath Expressions ('XPath Injection'),"The product uses external input to dynamically construct an XPath expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.",https://cwe.mitre.org/data/definitions/643.html
644,Improper Neutralization of HTTP Headers for Scripting Syntax,"The product does not neutralize or incorrectly neutralizes web scripting syntax in HTTP headers that can be used by web browser components that can process raw headers, such as Flash.",https://cwe.mitre.org/data/definitions/644.html
645,Overly Restrictive Account Lockout Mechanism,"The product contains an account lockout protection mechanism, but the mechanism is too restrictive and can be triggered too easily, which allows attackers to deny service to legitimate users by causing their accounts to be locked out.",https://cwe.mitre.org/data/definitions/645.html
646,Reliance on File Name or Extension of Externally-Supplied File,"The product allows a file to be uploaded, but it relies on the file name or extension of the file to determine the appropriate behaviors. This could be used by attackers to cause the file to be misclassified and processed in a dangerous fashion.",https://cwe.mitre.org/data/definitions/646.html
647,Use of Non-Canonical URL Paths for Authorization Decisions,The product defines policy namespaces and makes authorization decisions based on the assumption that a URL is canonical. This can allow a non-canonical URL to bypass the authorization.,https://cwe.mitre.org/data/definitions/647.html
648,Incorrect Use of Privileged APIs,The product does not conform to the API requirements for a function call that requires extra privileges. This could allow attackers to gain privileges by causing the function to be called incorrectly.,https://cwe.mitre.org/data/definitions/648.html
649,Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking,"The product uses obfuscation or encryption of inputs that should not be mutable by an external actor, but the product does not use integrity checks to detect if those inputs have been modified.",https://cwe.mitre.org/data/definitions/649.html
65,Windows Hard Link,"The product, when opening a file or directory, does not sufficiently handle when the name is associated with a hard link to a target that is outside of the intended control sphere. This could allow an attacker to cause the product to operate on unauthorized files.",https://cwe.mitre.org/data/definitions/65.html
650,Trusting HTTP Permission Methods on the Server Side,"The server contains a protection mechanism that assumes that any URI that is accessed using HTTP GET will not cause a state change to the associated resource. This might allow attackers to bypass intended access restrictions and conduct resource modification and deletion attacks, since some applications allow GET to modify state.",https://cwe.mitre.org/data/definitions/650.html
651,Exposure of WSDL File Containing Sensitive Information,The Web services architecture may require exposing a Web Service Definition Language (WSDL) file that contains information on the publicly accessible services and how callers of these services should interact with them (e.g. what parameters they expect and what types they return).,https://cwe.mitre.org/data/definitions/651.html
652,Improper Neutralization of Data within XQuery Expressions ('XQuery Injection'),"The product uses external input to dynamically construct an XQuery expression used to retrieve data from an XML database, but it does not neutralize or incorrectly neutralizes that input. This allows an attacker to control the structure of the query.",https://cwe.mitre.org/data/definitions/652.html
653,Improper Isolation or Compartmentalization,"The product does not properly compartmentalize or isolate functionality, processes, or resources that require different privilege levels, rights, or permissions.",https://cwe.mitre.org/data/definitions/653.html
654,Reliance on a Single Factor in a Security Decision,"A protection mechanism relies exclusively, or to a large extent, on the evaluation of a single condition or the integrity of a single object or entity in order to make a decision about granting access to restricted resources or functionality.",https://cwe.mitre.org/data/definitions/654.html
655,Insufficient Psychological Acceptability,"The product has a protection mechanism that is too difficult or inconvenient to use, encouraging non-malicious users to disable or bypass the mechanism, whether by accident or on purpose.",https://cwe.mitre.org/data/definitions/655.html
656,Reliance on Security Through Obscurity,"The product uses a protection mechanism whose strength depends heavily on its obscurity, such that knowledge of its algorithms or key data is sufficient to defeat the mechanism.",https://cwe.mitre.org/data/definitions/656.html
66,Improper Handling of File Names that Identify Virtual Resources,"The product does not handle or incorrectly handles a file name that identifies a ""virtual"" resource that is not directly specified within the directory that is associated with the file name, causing the product to perform file-based operations on a resource that is not a file.",https://cwe.mitre.org/data/definitions/66.html
663,Use of a Non-reentrant Function in a Concurrent Context,The product calls a non-reentrant function in a concurrent context in which a competing code sequence (e.g. thread or signal handler) may have an opportunity to call the same function or otherwise influence its state.,https://cwe.mitre.org/data/definitions/663.html
667,Improper Locking,"The product does not properly acquire or release a lock on a resource, leading to unexpected resource state changes and behaviors.",https://cwe.mitre.org/data/definitions/667.html
669,Incorrect Resource Transfer Between Spheres,"The product does not properly transfer a resource/behavior to another sphere, or improperly imports a resource/behavior from another sphere, in a manner that provides unintended control over that resource.",https://cwe.mitre.org/data/definitions/669.html
67,Improper Handling of Windows Device Names,"The product constructs pathnames from user input, but it does not handle or incorrectly handles a pathname containing a Windows device name such as AUX or CON. This typically leads to denial of service or an information exposure when the application attempts to process the pathname as a regular file.",https://cwe.mitre.org/data/definitions/67.html
670,Always-Incorrect Control Flow Implementation,"The code contains a control flow path that does not reflect the algorithm that the path is intended to implement, leading to incorrect behavior any time this path is navigated.",https://cwe.mitre.org/data/definitions/670.html
671,Lack of Administrator Control over Security,The product uses security features in a way that prevents the product's administrator from tailoring security settings to reflect the environment in which the product is being used. This introduces resultant weaknesses or prevents it from operating at a level of security that is desired by the administrator.,https://cwe.mitre.org/data/definitions/671.html
672,Operation on a Resource after Expiration or Release,"The product uses, accesses, or otherwise operates on a resource after that resource has been expired, released, or revoked.",https://cwe.mitre.org/data/definitions/672.html
673,External Influence of Sphere Definition,The product does not prevent the definition of control spheres from external actors.,https://cwe.mitre.org/data/definitions/673.html
674,Uncontrolled Recursion,"The product does not properly control the amount of recursion that takes place,  consuming excessive resources, such as allocated memory or the program stack.",https://cwe.mitre.org/data/definitions/674.html
675,Multiple Operations on Resource in Single-Operation Context,"The product performs the same operation on a resource two or more times, when the operation should only be applied once.",https://cwe.mitre.org/data/definitions/675.html
676,Use of Potentially Dangerous Function,"The product invokes a potentially dangerous function that could introduce a vulnerability if it is used incorrectly, but the function can also be used safely.",https://cwe.mitre.org/data/definitions/676.html
681,Incorrect Conversion between Numeric Types,"When converting from one data type to another, such as long to integer, data can be omitted or translated in a way that produces unexpected values. If the resulting values are used in a sensitive context, then dangerous behaviors may occur.",https://cwe.mitre.org/data/definitions/681.html
683,Function Call With Incorrect Order of Arguments,"The product calls a function, procedure, or routine, but the caller specifies the arguments in an incorrect order, leading to resultant weaknesses.",https://cwe.mitre.org/data/definitions/683.html
684,Incorrect Provision of Specified Functionality,"The code does not function according to its published specifications, potentially leading to incorrect usage.",https://cwe.mitre.org/data/definitions/684.html
685,Function Call With Incorrect Number of Arguments,"The product calls a function, procedure, or routine, but the caller specifies too many arguments, or too few arguments, which may lead to undefined behavior and resultant weaknesses.",https://cwe.mitre.org/data/definitions/685.html
686,Function Call With Incorrect Argument Type,"The product calls a function, procedure, or routine, but the caller specifies an argument that is the wrong data type, which may lead to resultant weaknesses.",https://cwe.mitre.org/data/definitions/686.html
687,Function Call With Incorrectly Specified Argument Value,"The product calls a function, procedure, or routine, but the caller specifies an argument that contains the wrong value, which may lead to resultant weaknesses.",https://cwe.mitre.org/data/definitions/687.html
688,Function Call With Incorrect Variable or Reference as Argument,"The product calls a function, procedure, or routine, but the caller specifies the wrong variable or reference as one of the arguments, which may lead to undefined behavior and resultant weaknesses.",https://cwe.mitre.org/data/definitions/688.html
689,Permission Race Condition During Resource Copy,"The product, while copying or cloning a resource, does not set the resource's permissions or access control until the copy is complete, leaving the resource exposed to other spheres while the copy is taking place.",https://cwe.mitre.org/data/definitions/689.html
69,Improper Handling of Windows ::DATA Alternate Data Stream,"The product does not properly prevent access to, or detect usage of, alternate data streams (ADS).",https://cwe.mitre.org/data/definitions/69.html
694,Use of Multiple Resources with Duplicate Identifier,"The product uses multiple resources that can have the same identifier, in a context in which unique identifiers are required.",https://cwe.mitre.org/data/definitions/694.html
695,Use of Low-Level Functionality,The product uses low-level functionality that is explicitly prohibited by the framework or specification under which the product is supposed to operate.,https://cwe.mitre.org/data/definitions/695.html
696,Incorrect Behavior Order,"The product performs multiple related behaviors, but the behaviors are performed in the wrong order in ways which may produce resultant weaknesses.",https://cwe.mitre.org/data/definitions/696.html
698,Execution After Redirect (EAR),"The web application sends a redirect to another location, but instead of exiting, it executes additional code.",https://cwe.mitre.org/data/definitions/698.html
7,J2EE Misconfiguration: Missing Custom Error Page,The default error page of a web application should not display sensitive information about the product.,https://cwe.mitre.org/data/definitions/7.html
704,Incorrect Type Conversion or Cast,"The product does not correctly convert an object, resource, or structure from one type to a different type.",https://cwe.mitre.org/data/definitions/704.html
705,Incorrect Control Flow Scoping,The product does not properly return control flow to the proper location after it has completed a task or detected an unusual condition.,https://cwe.mitre.org/data/definitions/705.html
706,Use of Incorrectly-Resolved Name or Reference,"The product uses a name or reference to access a resource, but the name/reference resolves to a resource that is outside of the intended control sphere.",https://cwe.mitre.org/data/definitions/706.html
708,Incorrect Ownership Assignment,"The product assigns an owner to a resource, but the owner is outside of the intended control sphere.",https://cwe.mitre.org/data/definitions/708.html
72,Improper Handling of Apple HFS+ Alternate Data Stream Path,The product does not properly handle special paths that may identify the data or resource fork of a file on the HFS+ file system.,https://cwe.mitre.org/data/definitions/72.html
73,External Control of File Name or Path,The product allows user input to control or influence paths or file names that are used in filesystem operations.,https://cwe.mitre.org/data/definitions/73.html
732,Incorrect Permission Assignment for Critical Resource,The product specifies permissions for a security-critical resource in a way that allows that resource to be read or modified by unintended actors.,https://cwe.mitre.org/data/definitions/732.html
733,Compiler Optimization Removal or Modification of Security-critical Code,"The developer builds a security-critical protection mechanism into the software, but the compiler optimizes the program such that the mechanism is removed or modified.",https://cwe.mitre.org/data/definitions/733.html
749,Exposed Dangerous Method or Function,"The product provides an Applications Programming Interface (API) or similar interface for interaction with external actors, but the interface includes a dangerous method or function that is not properly restricted.",https://cwe.mitre.org/data/definitions/749.html
754,Improper Check for Unusual or Exceptional Conditions,The product does not check or incorrectly checks for unusual or exceptional conditions that are not expected to occur frequently during day to day operation of the product.,https://cwe.mitre.org/data/definitions/754.html
756,Missing Custom Error Page,"The product does not return custom error pages to the user, possibly exposing sensitive information.",https://cwe.mitre.org/data/definitions/756.html
757,Selection of Less-Secure Algorithm During Negotiation ('Algorithm Downgrade'),"A protocol or its implementation supports interaction between multiple actors and allows those actors to negotiate which algorithm should be used as a protection mechanism such as encryption or authentication, but it does not select the strongest algorithm that is available to both parties.",https://cwe.mitre.org/data/definitions/757.html
758,"Reliance on Undefined, Unspecified, or Implementation-Defined Behavior","The product uses an API function, data structure, or other entity in a way that relies on properties that are not always guaranteed to hold for that entity.",https://cwe.mitre.org/data/definitions/758.html
759,Use of a One-Way Hash without a Salt,"The product uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the product does not also use a salt as part of the input.",https://cwe.mitre.org/data/definitions/759.html
76,Improper Neutralization of Equivalent Special Elements,"The product correctly neutralizes certain special elements, but it improperly neutralizes equivalent special elements.",https://cwe.mitre.org/data/definitions/76.html
760,Use of a One-Way Hash with a Predictable Salt,"The product uses a one-way cryptographic hash against an input that should not be reversible, such as a password, but the product uses a predictable salt as part of the input.",https://cwe.mitre.org/data/definitions/760.html
761,Free of Pointer not at Start of Buffer,"The product calls free() on a pointer to a memory resource that was allocated on the heap, but the pointer is not at the start of the buffer.",https://cwe.mitre.org/data/definitions/761.html
762,Mismatched Memory Management Routines,"The product attempts to return a memory resource to the system, but it calls a release function that is not compatible with the function that was originally used to allocate that resource.",https://cwe.mitre.org/data/definitions/762.html
763,Release of Invalid Pointer or Reference,"The product attempts to return a memory resource to the system, but it calls the wrong release function or calls the appropriate release function incorrectly.",https://cwe.mitre.org/data/definitions/763.html
764,Multiple Locks of a Critical Resource,"The product locks a critical resource more times than intended, leading to an unexpected state in the system.",https://cwe.mitre.org/data/definitions/764.html
765,Multiple Unlocks of a Critical Resource,"The product unlocks a critical resource more times than intended, leading to an unexpected state in the system.",https://cwe.mitre.org/data/definitions/765.html
766,Critical Data Element Declared Public,"The product declares a critical variable, field, or member to be public when intended security policy requires it to be private.",https://cwe.mitre.org/data/definitions/766.html
767,Access to Critical Private Variable via Public Method,The product defines a public method that reads or modifies a private variable.,https://cwe.mitre.org/data/definitions/767.html
768,Incorrect Short Circuit Evaluation,"The product contains a conditional statement with multiple logical expressions in which one of the non-leading expressions may produce side effects. This may lead to an unexpected state in the program after the execution of the conditional, because short-circuiting logic may prevent the side effects from occurring.",https://cwe.mitre.org/data/definitions/768.html
77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),"The product constructs all or part of a command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended command when it is sent to a downstream component.",https://cwe.mitre.org/data/definitions/77.html
770,Allocation of Resources Without Limits or Throttling,The product allocates a reusable resource or group of resources on behalf of an actor without imposing any intended restrictions on the size or number of resources that can be allocated.,https://cwe.mitre.org/data/definitions/770.html
771,Missing Reference to Active Allocated Resource,"The product does not properly maintain a reference to a resource that has been allocated, which prevents the resource from being reclaimed.",https://cwe.mitre.org/data/definitions/771.html
772,Missing Release of Resource after Effective Lifetime,"The product does not release a resource after its effective lifetime has ended, i.e., after the resource is no longer needed.",https://cwe.mitre.org/data/definitions/772.html
773,Missing Reference to Active File Descriptor or Handle,"The product does not properly maintain references to a file descriptor or handle, which prevents that file descriptor/handle from being reclaimed.",https://cwe.mitre.org/data/definitions/773.html
774,Allocation of File Descriptors or Handles Without Limits or Throttling,"The product allocates file descriptors or handles on behalf of an actor without imposing any restrictions on how many descriptors can be allocated, in violation of the intended security policy for that actor.",https://cwe.mitre.org/data/definitions/774.html
775,Missing Release of File Descriptor or Handle after Effective Lifetime,"The product does not release a file descriptor or handle after its effective lifetime has ended, i.e., after the file descriptor/handle is no longer needed.",https://cwe.mitre.org/data/definitions/775.html
776,Improper Restriction of Recursive Entity References in DTDs ('XML Entity Expansion'),"The product uses XML documents and allows their structure to be defined with a Document Type Definition (DTD), but it does not properly control the number of recursive definitions of entities.",https://cwe.mitre.org/data/definitions/776.html
777,Regular Expression without Anchors,"The product uses a regular expression to perform neutralization, but the regular expression is not anchored and may allow malicious or malformed data to slip through.",https://cwe.mitre.org/data/definitions/777.html
778,Insufficient Logging,"When a security-critical event occurs, the product either does not record the event or omits important details about the event when logging it.",https://cwe.mitre.org/data/definitions/778.html
779,Logging of Excessive Data,"The product logs too much information, making log files hard to process and possibly hindering recovery efforts or forensic analysis after an attack.",https://cwe.mitre.org/data/definitions/779.html
78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"The product constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component.",https://cwe.mitre.org/data/definitions/78.html
780,Use of RSA Algorithm without OAEP,"The product uses the RSA algorithm but does not incorporate Optimal Asymmetric Encryption Padding (OAEP), which might weaken the encryption.",https://cwe.mitre.org/data/definitions/780.html
781,Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code,"The product defines an IOCTL that uses METHOD_NEITHER for I/O, but it does not validate or incorrectly validates the addresses that are provided.",https://cwe.mitre.org/data/definitions/781.html
782,Exposed IOCTL with Insufficient Access Control,"The product implements an IOCTL with functionality that should be restricted, but it does not properly enforce access control for the IOCTL.",https://cwe.mitre.org/data/definitions/782.html
783,Operator Precedence Logic Error,The product uses an expression in which operator precedence causes incorrect logic to be used.,https://cwe.mitre.org/data/definitions/783.html
784,Reliance on Cookies without Validation and Integrity Checking in a Security Decision,"The product uses a protection mechanism that relies on the existence or values of a cookie, but it does not properly ensure that the cookie is valid for the associated user.",https://cwe.mitre.org/data/definitions/784.html
785,Use of Path Manipulation Function without Maximum-sized Buffer,"The product invokes a function for normalizing paths or file names, but it provides an output buffer that is smaller than the maximum possible size, such as PATH_MAX.",https://cwe.mitre.org/data/definitions/785.html
787,Out-of-bounds Write,"The product writes data past the end, or before the beginning, of the intended buffer.",https://cwe.mitre.org/data/definitions/787.html
789,Memory Allocation with Excessive Size Value,"The product allocates memory based on an untrusted, large size value, but it does not ensure that the size is within expected limits, allowing arbitrary amounts of memory to be allocated.",https://cwe.mitre.org/data/definitions/789.html
79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),The product does not neutralize or incorrectly neutralizes user-controllable input before it is placed in output that is used as a web page that is served to other users.,https://cwe.mitre.org/data/definitions/79.html
790,Improper Filtering of Special Elements,"The product receives data from an upstream component, but does not filter or incorrectly filters special elements before sending it to a downstream component.",https://cwe.mitre.org/data/definitions/790.html
791,Incomplete Filtering of Special Elements,"The product receives data from an upstream component, but does not completely filter special elements before sending it to a downstream component.",https://cwe.mitre.org/data/definitions/791.html
792,Incomplete Filtering of One or More Instances of Special Elements,"The product receives data from an upstream component, but does not completely filter one or more instances of special elements before sending it to a downstream component.",https://cwe.mitre.org/data/definitions/792.html
793,Only Filtering One Instance of a Special Element,"The product receives data from an upstream component, but only filters a single instance of a special element before sending it to a downstream component.",https://cwe.mitre.org/data/definitions/793.html
794,Incomplete Filtering of Multiple Instances of Special Elements,"The product receives data from an upstream component, but does not filter all instances of a special element before sending it to a downstream component.",https://cwe.mitre.org/data/definitions/794.html
795,Only Filtering Special Elements at a Specified Location,"The product receives data from an upstream component, but only accounts for special elements at a specified location, thereby missing remaining special elements that may exist before sending it to a downstream component.",https://cwe.mitre.org/data/definitions/795.html
796,Only Filtering Special Elements Relative to a Marker,"The product receives data from an upstream component, but only accounts for special elements positioned relative to a marker (e.g. ""at the beginning/end of a string; the second argument""), thereby missing remaining special elements that may exist before sending it to a downstream component.",https://cwe.mitre.org/data/definitions/796.html
797,Only Filtering Special Elements at an Absolute Position,"The product receives data from an upstream component, but only accounts for special elements at an absolute position (e.g. ""byte number 10""), thereby missing remaining special elements that may exist before sending it to a downstream component.",https://cwe.mitre.org/data/definitions/797.html
798,Use of Hard-coded Credentials,"The product contains hard-coded credentials, such as a password or cryptographic key.",https://cwe.mitre.org/data/definitions/798.html
799,Improper Control of Interaction Frequency,"The product does not properly limit the number or frequency of interactions that it has with an actor, such as the number of incoming requests.",https://cwe.mitre.org/data/definitions/799.html
8,J2EE Misconfiguration: Entity Bean Declared Remote,"When an application exposes a remote interface for an entity bean, it might also expose methods that get or set the bean's data. These methods could be leveraged to read sensitive information, or to change data in ways that violate the application's expectations, potentially leading to other vulnerabilities.",https://cwe.mitre.org/data/definitions/8.html
80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters such as ""<"", "">"", and ""&"" that could be interpreted as web-scripting elements when they are sent to a downstream component that processes web pages.",https://cwe.mitre.org/data/definitions/80.html
804,Guessable CAPTCHA,"The product uses a CAPTCHA challenge, but the challenge can be guessed or automatically recognized by a non-human actor.",https://cwe.mitre.org/data/definitions/804.html
805,Buffer Access with Incorrect Length Value,"The product uses a sequential operation to read or write a buffer, but it uses an incorrect length value that causes it to access memory that is outside of the bounds of the buffer.",https://cwe.mitre.org/data/definitions/805.html
806,Buffer Access Using Size of Source Buffer,"The product uses the size of a source buffer when reading from or writing to a destination buffer, which may cause it to access memory that is outside of the bounds of the buffer.",https://cwe.mitre.org/data/definitions/806.html
807,Reliance on Untrusted Inputs in a Security Decision,"The product uses a protection mechanism that relies on the existence or values of an input, but the input can be modified by an untrusted actor in a way that bypasses the protection mechanism.",https://cwe.mitre.org/data/definitions/807.html
81,Improper Neutralization of Script in an Error Message Web Page,"The product receives input from an upstream component, but it does not neutralize or incorrectly neutralizes special characters that could be interpreted as web-scripting elements when they are sent to an error page.",https://cwe.mitre.org/data/definitions/81.html
82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,"The web application does not neutralize or incorrectly neutralizes scripting elements within attributes of HTML IMG tags, such as the src attribute.",https://cwe.mitre.org/data/definitions/82.html
820,Missing Synchronization,The product utilizes a shared resource in a concurrent manner but does not attempt to synchronize access to the resource.,https://cwe.mitre.org/data/definitions/820.html
821,Incorrect Synchronization,"The product utilizes a shared resource in a concurrent manner, but it does not correctly synchronize access to the resource.",https://cwe.mitre.org/data/definitions/821.html
822,Untrusted Pointer Dereference,"The product obtains a value from an untrusted source, converts this value to a pointer, and dereferences the resulting pointer.",https://cwe.mitre.org/data/definitions/822.html
823,Use of Out-of-range Pointer Offset,"The product performs pointer arithmetic on a valid pointer, but it uses an offset that can point outside of the intended range of valid memory locations for the resulting pointer.",https://cwe.mitre.org/data/definitions/823.html
824,Access of Uninitialized Pointer,The product accesses or uses a pointer that has not been initialized.,https://cwe.mitre.org/data/definitions/824.html
825,Expired Pointer Dereference,"The product dereferences a pointer that contains a location for memory that was previously valid, but is no longer valid.",https://cwe.mitre.org/data/definitions/825.html
826,Premature Release of Resource During Expected Lifetime,The product releases a resource that is still intended to be used by itself or another actor.,https://cwe.mitre.org/data/definitions/826.html
